f1,f2,card_name,fight_date,fights_location,fight_url
Lerone Murphy,Edson Barboza,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/17aa636aa98678d3
Khaos Williams,Carlston Harris,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/85ddb65429a9d517
Themba Gorimbo,Ramiz Brahimaj,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/20220ace492af368
Adrian Yanez,Vinicius Salvador,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5dcade01fc840da6
Angela Hill,Luana Pinheiro,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2a43df4cc047a28b
Tom Nolan,Victor Martinez,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b5df5a0a0bda9256
Oumar Sy,Tuco Tokkos,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/68ee31dd0853cdc9
Melissa Gatto,Tamires Vidal,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3aea9c60d25fc93b
Abus Magomedov,Warlley Alves,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fc2bdd67c1a056a4
Ariane Carnelossi,Piera Rodriguez,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/28c6de749d0d0e9d
Alatengheili,Kleydson Rodrigues,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/63605e9f3e71d738
Vanessa Demopoulos,Emily Ducote,UFC Fight Night: Barboza vs. Murphy,"May 18, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/069df63733dcf697
Derrick Lewis,Rodrigo Nascimento,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/6f0f84075fa1a4b0
Joaquin Buckley,Nursulton Ruziboev,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/b78a222fb448aed4
Carlos Ulberg,Alonzo Menifield,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/a049c12f43914449
Diego Ferreira,Mateusz Rebecki,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/6c67aa7063717a0c
Sean Woodson,Alex Caceres,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/8aa07b6cc40f0cb2
Waldo Cortes-Acosta,Robelis Despaigne,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/e98eb6de29c62c9c
Chase Hooper,Viacheslav Borshchev,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/420a5e3b4010ebef
Esteban Ribovics,Terrance McKinney,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/8d9bcbb48888a5a3
Tabatha Ricci,Tecia Pennington,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/13d8d5cd83e5b57e
Trey Waters,Billy Ray Goff,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/ec5d705232983b87
Charles Johnson,Jake Hadley,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/4b45f190122a1ce1
Veronica Hardy,JJ Aldrich,UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",http://www.ufcstats.com/fight-details/ccf3b6eda4c2a564
Alexandre Pantoja,Steve Erceg,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/3f419fce8ba8aa0e
Jose Aldo,Jonathan Martinez,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/b3d88eaea611a4a8
Anthony Smith,Vitor Petrino,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/a8718a3419a11e15
Michel Pereira,Ihor Potieria,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/3e74caa9fff4a5eb
Caio Borralho,Paul Craig,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/2db0998b24c11ea0
Joanderson Brito,Jack Shore,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/c456b1950208e0b2
Iasmin Lucindo,Karolina Kowalkiewicz,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/c84a29f426f1aab7
Myktybek Orolbai,Elves Brener,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/8a121f9c48f3773c
Drakkar Klose,Joaquim Silva,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/2faf5b8d708f8e94
Mauricio Ruffy,Jamie Mullarkey,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/b9de363e6b406853
Dione Barbosa,Ernesta Kareckaite,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/4661e9ca9354021e
Ismael Bonfim,Vinc Pichel,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/89db7aca37b87711
Alessandro Costa,Kevin Borjas,UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/fight-details/fe0f1b418e6d3ecb
Alex Perez,Matheus Nicolau,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a0cae57eae875820
Bogdan Guskov,Ryan Spann,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f41e83de703acf85
Karine Silva,Ariane da Silva,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/45de6d0b9cf5451c
Jhonata Diniz,Austen Lane,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/dae70ccdf9e7475e
David Onama,Jonathan Pearce,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7ca5604d99220e88
Uros Medic,Tim Means,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6ea77cb62aa2f276
Victor Henry,Rani Yahya,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/55231cc4112334b4
Austin Hubbard,Michal Figlak,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/681cd3cc6299d652
Don'Tale Mayes,Caio Machado,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/417049c7a3d65ccc
Ketlen Souza,Marnic Mann,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4915c8a588513c22
Chris Padilla,James Llontop,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0a85b3ad328205ff
Ivana Petrovic,Liang Na,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1631f70535ae5dcc
Maheshate,Gabriel Benitez,UFC Fight Night: Nicolau vs. Perez,"April 27, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0976778a6e6cf8a8
Alex Pereira,Jamahal Hill,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e4931f3ab3bf4141
Zhang Weili,Yan Xiaonan,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/66eddbe35056c06d
Max Holloway,Justin Gaethje,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/cf5e8f98159c3971
Arman Tsarukyan,Charles Oliveira,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/01f7c28804746979
Bo Nickal,Cody Brundage,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0c2e3988793b418c
Jiri Prochazka,Aleksandar Rakic,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/eda1e8c285a0a788
Aljamain Sterling,Calvin Kattar,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d95f21817a56eb05
Kayla Harrison,Holly Holm,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b1ac165326d8f29e
Diego Lopes,Sodiq Yusuff,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/538ca98010ed00ec
Renato Moicano,Jalin Turner,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/18824fa5c15c212f
Jessica Andrade,Marina Rodriguez,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/603afedc31d95999
Bobby Green,Jim Miller,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/efdad54c8550e6e0
Deiveson Figueiredo,Cody Garbrandt,UFC 300: Pereira vs. Hill,"April 13, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3ab0d8b344d2ebea
Brendan Allen,Chris Curtis,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3ce96bb0c69b39be
Damon Jackson,Alexander Hernandez,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9c22ddb8d8fc1838
Chepe Mariscal,Morgan Charriere,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/32375b4435fea5e6
Ignacio Bahamondes,Christos Giagos,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6ff21ea2c75c48ed
Charlie Campbell,Trevor Peek,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/47f8812a335b6ce9
Alex Morono,Court McGee,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0b9cd718d7e329e8
Lukasz Brzeski,Valter Walker,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ff5a8078ea85bbc7
Norma Dumont,Germaine de Randamie,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/188e6416157e5a1f
Victor Hugo,Pedro Falcao,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5c3b8819dbe98114
Jean Matsumoto,Dan Argueta,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1f7566c90343a680
Cesar Almeida,Dylan Budka,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3cf5e0ebb5f8322c
Nora Cornolle,Melissa Mullins,UFC Fight Night: Allen vs. Curtis 2,"April 06, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1685eecc7ef37fb5
Manon Fiorot,Erin Blanchfield,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/e6d4fdad2b3422d1
Joaquin Buckley,Vicente Luque,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/de12349f334c964e
Chris Weidman,Bruno Silva,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/77992b8727382373
Nursulton Ruziboev,Sedriques Dumas,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/e30250daa73005a8
Kyle Nelson,Bill Algeo,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/91aa08e910fb4412
Chidi Njokuani,Rhys McKee,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/eb9f9f61507497a5
Nate Landwehr,Jamall Emmers,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/636b01ee49925e49
Virna Jandiroba,Loopy Godinez,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/99dc6d45cbdfa322
Julio Arce,Herbert Burns,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/976abc27a4e5e26a
Dennis Buzukja,Connor Matthews,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/f59cefe16905d62c
Ibo Aslan,Anton Turkalj,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/697e38075fd41819
Jacob Malkoun,Andre Petroski,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/ce33085fc5205bab
Caolan Loughran,Angel Pacheco,UFC Fight Night: Blanchfield vs. Fiorot,"March 30, 2024","Atlantic City, New Jersey, USA",http://www.ufcstats.com/fight-details/17e8ab0065e9085f
Rose Namajunas,Amanda Ribas,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/faf19712bd7ea41e
Karl Williams,Justin Tafa,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/cd6452a463ec8a28
Edmen Shahbazyan,AJ Dobson,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d564e3a6c77d0c85
Payton Talbott,Cameron Saaiman,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/127be512f86618b2
Youssef Zalal,Billy Quarantillo,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/72f123ddb4cc9d1c
Fernando Padilla,Luis Pajuelo,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a1294453a28beda3
Trey Ogden,Kurt Holobaugh,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/de7cb625bdec0f91
Julian Erosa,Ricardo Ramos,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8c8337ce8437fe2e
Miles Johns,Cody Gibson,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/48ff3f1bcefbf965
Jarno Errens,Steven Nguyen,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0e6782b758451063
Daria Zhelezniakova,Montserrat Rendon,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f1c3abce15ef053e
Andre Lima,Igor Severino,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f4ea27d942a390a5
Mick Parkin,Mohammed Usman,UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3223b7e196a07224
Marcin Tybura,Tai Tuivasa,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8bc0c220f7dcefa7
Bryan Battle,Ange Loosa,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a7fd9da657bbce8e
Ovince Saint Preux,Kennedy Nzechukwu,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/35f9beb94b4ef9e2
Christian Rodriguez,Isaac Dulgarian,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/acc7392d48cc09a0
Macy Chiasson,Pannie Kianzad,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2f414494f2b6f426
Gerald Meerschaert,Bryan Barberena,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/569e0ba18701c305
Mike Davis,Natan Levy,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4f20f3ada1489823
Chelsea Chandler,Josiane Nunes,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/711ec0545552455b
Jafel Filho,Ode Osbourne,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/451df53c13185584
Danny Silva,Josh Culibao,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c26f27667c230391
Jaqueline Amorim,Cory McKenna,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/66873dde4077bd5d
Thiago Moises,Mitch Ramirez,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/537b3cef39d2d573
Chad Anheliger,Charalampos Grigoriou,UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f1cbd73e7be64d28
Sean O'Malley,Marlon Vera,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/894c44c3d04aaf6f
Dustin Poirier,Benoit Saint Denis,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/6e73ebbd089aff5e
Michael Page,Kevin Holland,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/270edfb687c0d20c
Jack Della Maddalena,Gilbert Burns,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/68f7f992603192c6
Petr Yan,Song Yadong,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/9861b6d04e6ed43c
Curtis Blaydes,Jailton Almeida,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/0133019a4f1055ee
Maycee Barber,Katlyn Cerminara,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/33658a3ca932d15d
Mateusz Gamrot,Rafael Dos Anjos,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/8baff440b82afd2b
Kyler Phillips,Pedro Munhoz,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/ebb758b49e82d0ed
Philipe Lins,Ion Cutelaba,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/7bc7af11050e861b
Michel Pereira,Michal Oleksiejczuk,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/f0a9dfbb6f6ac852
Robelis Despaigne,Josh Parisian,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/cbdf29f36b343f6f
Asu Almabayev,CJ Vergara,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/3d3dde60e3d59c1c
Joanne Wood,Maryna Moroz,UFC 299: O'Malley vs. Vera 2,"March 09, 2024","Miami, Florida, USA",http://www.ufcstats.com/fight-details/3677ce6c1ee06a83
Jairzinho Rozenstruik,Shamil Gaziev,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/838fd9d2b14e0790
Vitor Petrino,Tyson Pedro,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/df3cc5ec78d05a71
Muhammad Mokaev,Alex Perez,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5a82757b553c40fc
Umar Nurmagomedov,Bekzat Almakhan,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/dcf5014e56649c2f
Steve Erceg,Matt Schnell,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/024beecfd3f0ed7a
Eryk Anders,Jamie Pickett,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/32bd7ed48f5aea7e
Vinicius Oliveira,Benardo Sopaj,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/cde2f88251b73305
Aiemann Zahabi,Javid Basharat,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a7d397cd0f2ac93a
Christian Leroy Duncan,Claudio Ribeiro,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3ea7d69a1238f26a
Ludovit Klein,AJ Cunningham,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4e566db7d26df001
Loik Radzhabov,Abdul-Kareem Al-Selwady,UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ba8f219260e212f8
Brandon Royval,Brandon Moreno,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/74f5cbecac011abb
Brian Ortega,Yair Rodriguez,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/3b05a4ced6dd74f5
Daniel Zellhuber,Francisco Prado,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/ecbece0cbd60029e
Yazmin Jauregui,Sam Hughes,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/6e4acb2aaa2cee56
Manuel Torres,Chris Duncan,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/673a156925dfb31d
Raoni Barcelos,Cristian Quinonez,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/063e7ce759c52f81
Jesus Aguilar,Mateus Mendonca,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/d1d3b6ab8a56e973
Edgar Chairez,Daniel Lacerda,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/1c03c1bb62f3aed6
Fares Ziam,Claudio Puelles,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/a376f6d5806d0c90
Ronaldo Rodriguez,Denys Bondar,UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/fight-details/5e8c710f9f27aff8
